SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO
SOLARA,1296.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
GMBREW,1294.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
MATRIMONY,1292.0,Retailing,Consumer Services,Consumer Discretionary,0.0
ATL,1286.0,Transport Infrastructure,Services,Services,0.0
STERTOOLS,1285.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
INDIANHUME,1283.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
CLSEL,1278.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
TVTODAY,1275.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0.0
REPRO,1262.0,Printing & Publication,Media Entertainment & Publication,Consumer Discretionary,0.0
IMPAL,1260.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
STEELCAS,1253.0,Industrial Products,Capital Goods,Industrials,0.0
HESTERBIO,1242.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
LINCOLN,1226.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
ZOTA,1217.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
INDNIPPON,1210.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
XCHANGING,1203.0,IT - Software,Information Technology,Information Technology,0.0
STEELXIND,1190.0,Industrial Products,Capital Goods,Industrials,0.0
CENTRUM,1179.0,Finance,Financial Services,Financial Services,0.0
FOCUS,1174.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
RICOAUTO,1174.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
KOPRAN,1164.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
BIGBLOC,1161.0,Cement & Cement Products,Construction Materials,Commodities,0.0
JAYBARMARU,1158.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
GICHSGFIN,1157.0,Finance,Financial Services,Financial Services,0.0
TFCILTD,1152.0,Finance,Financial Services,Financial Services,0.0
SHIVALIK,1151.0,Fertilizers & Agrochemicals,Chemicals,Commodities,0.0
DLINKINDIA,1149.0,IT - Hardware,Information Technology,Information Technology,0.0
ONMOBILE,1141.0,Telecom - Services,Telecommunication,Telecommunication,0.0
EXCELINDUS,1140.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
HERCULES,1136.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
GRMOVER,1134.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
ARIHANTSUP,1128.0,Realty,Realty,Consumer Discretionary,0.0
TRACXN,1128.0,Commercial Services & Supplies,Services,Services,0.0
TREL,1115.0,Transport Services,Services,Services,0.0
DVL,1114.0,Diversified,Diversified,Diversified,0.0
UNIENTER,1114.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
AGSTRA,1107.0,Financial Technology (Fintech),Financial Services,Financial Services,0.0
LIKHITHA,1105.0,Construction,Construction,Industrials,0.0
DOLATALGO,1101.0,Capital Markets,Financial Services,Financial Services,0.0
GANESHBE,1100.0,Oil,Oil Gas & Consumable Fuels,Energy,0.0
SKYGOLD,1096.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
KAMOPAINTS,1078.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
FAZE3Q,1075.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
CHEMCON,1074.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
GFLLIMITED,1071.0,Finance,Financial Services,Financial Services,0.0
SMCGLOBAL,1065.0,Capital Markets,Financial Services,Financial Services,0.0
CONSOFINVT,1064.0,Finance,Financial Services,Financial Services,0.0
INFOBEAN,1062.0,IT - Software,Information Technology,Information Technology,0.0
SNOWMAN,1061.0,Transport Services,Services,Services,0.0
ASIANENE,1060.0,Oil,Oil Gas & Consumable Fuels,Energy,0.0
CREATIVE,1057.0,Commercial Services & Supplies,Services,Services,0.0
RAJRILTD,1057.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
NINSYS,1053.0,IT - Software,Information Technology,Information Technology,0.0
V2RETAIL,1048.0,Retailing,Consumer Services,Consumer Discretionary,0.0
SPORTKING,1048.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
MKPL,1045.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
SBGLP,1044.0,Realty,Realty,Consumer Discretionary,0.0
RUSHIL,1042.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
BAJAJHCARE,1040.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
BODALCHEM,1039.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
WEBELSOLAR,1037.0,Electrical Equipment,Capital Goods,Industrials,0.0
CSLFINANCE,1033.0,Finance,Financial Services,Financial Services,0.0
RSWM,1027.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
RAMCOSYS,1027.0,IT - Software,Information Technology,Information Technology,0.0
PANACEABIO,1026.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
NAHARSPING,1022.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
JAGSNPHARM,1022.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
SKMEGGPROD,1021.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
DBOL,1014.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
ACL,1008.0,Cement & Cement Products,Construction Materials,Commodities,0.0
SMSPHARMA,1007.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
NCLIND,1004.0,Cement & Cement Products,Construction Materials,Commodities,0.0
VHL,1000.0,Finance,Financial Services,Financial Services,0.0
NDRAUTO,999.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
LINC,996.0,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
ONEPOINT,994.0,Commercial Services & Supplies,Services,Services,0.0
ALLSEC,992.0,Commercial Services & Supplies,Services,Services,0.0
RGL,986.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
AMBIKCO,986.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
KAMDHENU,983.0,Industrial Products,Capital Goods,Industrials,0.0
KELLTONTEC,980.0,IT - Software,Information Technology,Information Technology,0.0
SPENCERS,978.0,Retailing,Consumer Services,Consumer Discretionary,0.0
ICEMAKE,972.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
MOTISONS,966.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
SRHHYPOLTD,965.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
SCHAND,961.0,Printing & Publication,Media Entertainment & Publication,Consumer Discretionary,0.0
GPTINFRA,960.0,Construction,Construction,Industrials,0.0
ASIANTILES,959.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
MAGADSUGAR,958.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
SUTLEJTEX,958.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
DYCL,954.0,Industrial Products,Capital Goods,Industrials,0.0
RADIANTCMS,952.0,Commercial Services & Supplies,Services,Services,0.0
PPL,952.0,Industrial Products,Capital Goods,Industrials,0.0
E2E,952.0,IT - Services,Information Technology,Information Technology,0.0
CENTENKA,946.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
ZEEMEDIA,944.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0.0
GANDHITUBE,942.0,Industrial Products,Capital Goods,Industrials,0.0
MSPL,938.0,Industrial Products,Capital Goods,Industrials,0.0
YUKEN,930.0,Industrial Products,Capital Goods,Industrials,0.0
EIMCOELECO,926.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
HIRECT,922.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
TRU,922.0,Finance,Financial Services,Financial Services,0.0
AMNPLST,922.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
UGARSUGAR,921.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
ORIENTPPR,921.0,Paper Forest & Jute Products,Forest Materials,Commodities,0.0
HPAL,919.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
SREEL,918.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
SPECIALITY,906.0,Leisure Services,Consumer Services,Consumer Discretionary,0.0
JUBLINDS,904.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
TNPETRO,904.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
VIMTALABS,896.0,Healthcare Services,Healthcare,Healthcare,0.0
DPWIRES,895.0,Industrial Products,Capital Goods,Industrials,0.0
WINDLAS,890.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
INDOAMIN,890.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
DHARMAJ,889.0,Fertilizers & Agrochemicals,Chemicals,Commodities,0.0
SILVERTUC,884.0,IT - Services,Information Technology,Information Technology,0.0
GKWLIMITED,879.0,Finance,Financial Services,Financial Services,0.0
ASALCBR,876.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
ENIL,875.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0.0
ROHLTD,874.0,Leisure Services,Consumer Services,Consumer Discretionary,0.0
KERNEX,872.0,Transport Services,Services,Services,0.0
WALCHANNAG,871.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
MUNJALAU,870.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
BLAL,870.0,Finance,Financial Services,Financial Services,0.0
MANAKSIA,867.0,Industrial Products,Capital Goods,Industrials,0.0
CHEVIOT,866.0,Paper Forest & Jute Products,Forest Materials,Commodities,0.0
FOODSIN,859.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
PAKKA,859.0,Paper Forest & Jute Products,Forest Materials,Commodities,0.0
HITECHGEAR,856.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
BIRLACABLE,856.0,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,0.0
TBZ,854.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
HEXATRADEX,854.0,Finance,Financial Services,Financial Services,0.0
KOTHARIPET,853.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
SAKAR,852.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
SANDESH,850.0,Media,Media Entertainment & Publication,Consumer Discretionary,0.0
BCONCEPTS,848.0,Retailing,Consumer Services,Consumer Discretionary,0.0
DIACABS,844.0,Electrical Equipment,Capital Goods,Industrials,0.0
3IINFOLTD,835.0,IT - Software,Information Technology,Information Technology,0.0
VINYLINDIA,834.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
OCCL,832.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
DMCC,826.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
STCINDIA,824.0,Commercial Services & Supplies,Services,Services,0.0
DENORA,818.0,Industrial Products,Capital Goods,Industrials,0.0
CREST,815.0,Finance,Financial Services,Financial Services,0.0
SWELECTES,804.0,Electrical Equipment,Capital Goods,Industrials,0.0
DECCANCE,797.0,Cement & Cement Products,Construction Materials,Commodities,0.0
ZUARI,791.0,Fertilizers & Agrochemicals,Chemicals,Commodities,0.0
DSSL,790.0,IT - Services,Information Technology,Information Technology,0.0
MOLDTECH,784.0,IT - Services,Information Technology,Information Technology,0.0
RUBYMILLS,781.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
MENONBE,774.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
DHANBANK,774.0,Banks,Financial Services,Financial Services,0.0
NAGAFERT,772.0,Fertilizers & Agrochemicals,Chemicals,Commodities,0.0
URJA,772.0,Electrical Equipment,Capital Goods,Industrials,0.0
MAANALU,770.0,Non - Ferrous Metals,Metals & Mining,Commodities,0.0
MEDICAMEQ,769.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
SUKHJITS,769.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
PLASTIBLEN,764.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
GSLSU,763.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
ADSL,755.0,IT - Services,Information Technology,Information Technology,0.0
VALIANTLAB,753.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
BALAJITELE,753.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0.0
MICEL,751.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
JAYAGROGN,750.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
SELAN,749.0,Oil,Oil Gas & Consumable Fuels,Energy,0.0
VISAKAIND,748.0,Cement & Cement Products,Construction Materials,Commodities,0.0
KECL,738.0,Electrical Equipment,Capital Goods,Industrials,0.0
ESTER,736.0,Industrial Products,Capital Goods,Industrials,0.0
ELIN,734.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
INDOBORAX,731.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
ARIHANTCAP,727.0,Capital Markets,Financial Services,Financial Services,0.0
EMAMIPAP,726.0,Paper Forest & Jute Products,Forest Materials,Commodities,0.0
DHUNINV,722.0,Finance,Financial Services,Financial Services,0.0
NECLIFE,720.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
SEMAC,719.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
VIKASLIFE,718.0,Commercial Services & Supplies,Services,Services,0.0
ELDEHSG,713.0,Realty,Realty,Consumer Discretionary,0.0
BHAGERIA,712.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
VLSFINANCE,710.0,Finance,Financial Services,Financial Services,0.0
PYRAMID,710.0,Industrial Products,Capital Goods,Industrials,0.0
SHREEPUSHK,710.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
FCSSOFT,709.0,IT - Services,Information Technology,Information Technology,0.0
MAXIND,708.0,Finance,Financial Services,Financial Services,0.0
CHEMBOND,703.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
INDOTECH,703.0,Electrical Equipment,Capital Goods,Industrials,0.0
BGRENERGY,701.0,Construction,Construction,Industrials,0.0
APEX,700.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
MEDICO,697.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
MALLCOM,683.0,Industrial Products,Capital Goods,Industrials,0.0
AXITA,676.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
SALZERELEC,675.0,Electrical Equipment,Capital Goods,Industrials,0.0
OSWALGREEN,674.0,Finance,Financial Services,Financial Services,0.0
KHAICHEM,672.0,Fertilizers & Agrochemicals,Chemicals,Commodities,0.0
NRAIL,672.0,Paper Forest & Jute Products,Forest Materials,Commodities,0.0
KAMATHOTEL,672.0,Leisure Services,Consumer Services,Consumer Discretionary,0.0
HCL-INSYS,672.0,IT - Hardware,Information Technology,Information Technology,0.0
HMVL,671.0,Media,Media Entertainment & Publication,Consumer Discretionary,0.0
HINDCOMPOS,668.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
GHCLTEXTIL,666.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
ASAL,664.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
TVSELECT,663.0,IT - Hardware,Information Technology,Information Technology,0.0
IRISDOREME,663.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
ESSARSHPNG,662.0,Transport Services,Services,Services,0.0
RBL,659.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
RITCO,658.0,Transport Services,Services,Services,0.0
JETAIRWAYS,657.0,Transport Services,Services,Services,0.0
ARROWGREEN,656.0,Industrial Products,Capital Goods,Industrials,0.0
DIGISPICE,656.0,IT - Services,Information Technology,Information Technology,0.0
JPOLYINVST,651.0,Finance,Financial Services,Financial Services,0.0
VERTOZ,650.0,Media,Media Entertainment & Publication,Consumer Discretionary,0.0
LOKESHMACH,648.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
MIRZAINT,643.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
GRPLTD,640.0,Industrial Products,Capital Goods,Industrials,0.0
VLEGOV,639.0,IT - Services,Information Technology,Information Technology,0.0
KHADIM,638.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
HUBTOWN,636.0,Realty,Realty,Consumer Discretionary,0.0
SBC,635.0,Commercial Services & Supplies,Services,Services,0.0
20MICRONS,630.0,Minerals & Mining,Metals & Mining,Commodities,0.0
DEEPENR,626.0,Oil,Oil Gas & Consumable Fuels,Energy,0.0
APCL,623.0,Cement & Cement Products,Construction Materials,Commodities,0.0
RACE,621.0,Other Utilities,Utilities,Utilities,0.0
MUTHOOTCAP,618.0,Finance,Financial Services,Financial Services,0.0
GLOBAL,617.0,Other Consumer Services,Consumer Services,Consumer Discretionary,0.0
SHREYAS,615.0,Transport Services,Services,Services,0.0
INDSWFTLAB,610.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
JINDALPHOT,609.0,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
ORIENTCER,607.0,Industrial Products,Capital Goods,Industrials,0.0
THEINVEST,601.0,Finance,Financial Services,Financial Services,0.0
MACPOWER,598.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
STEL,597.0,Finance,Financial Services,Financial Services,0.0
HTMEDIA,596.0,Media,Media Entertainment & Publication,Consumer Discretionary,0.0
KILITCH,595.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
ORIENTBELL,593.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
RADIOCITY,593.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0.0
MINDTECK,592.0,IT - Software,Information Technology,Information Technology,0.0
ZUARIIND,590.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
KANORICHEM,590.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
OSIAHYPER,588.0,Retailing,Consumer Services,Consumer Discretionary,0.0
BIRLAMONEY,585.0,Capital Markets,Financial Services,Financial Services,0.0
NIPPOBATRY,583.0,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
POCL,582.0,Ferrous Metals,Metals & Mining,Commodities,0.0
MUNJALSHOW,578.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
INTLCONV,575.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
AARTISURF,570.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
CYBERTECH,567.0,IT - Software,Information Technology,Information Technology,0.0
BBTCL,566.0,Industrial Products,Capital Goods,Industrials,0.0
PRIMESECU,565.0,Finance,Financial Services,Financial Services,0.0
RATNAVEER,562.0,Industrial Products,Capital Goods,Industrials,0.0
ZIMLAB,561.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
NAHARPOLY,554.0,Industrial Products,Capital Goods,Industrials,0.0
KRITI,553.0,Industrial Products,Capital Goods,Industrials,0.0
ALBERTDAVD,553.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
WINDMACHIN,552.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
CLEDUCATE,551.0,Other Consumer Services,Consumer Services,Consumer Discretionary,0.0
UNIDT,550.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
PTL,548.0,Commercial Services & Supplies,Services,Services,0.0
WEL,547.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
NAHARINDUS,547.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
VENUSREM,544.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
BEDMUTHA,543.0,Industrial Products,Capital Goods,Industrials,0.0
DIAMINESQ,541.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
GOKUL,540.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
SARVESHWAR,538.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
WSI,535.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
CHEMFAB,531.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
MMP,529.0,Non - Ferrous Metals,Metals & Mining,Commodities,0.0
RADHIKAJWE,527.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
MAZDA,526.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
ORICONENT,524.0,Industrial Products,Capital Goods,Industrials,0.0
GOACARBON,523.0,Minerals & Mining,Metals & Mining,Commodities,0.0
PROZONER,520.0,Realty,Realty,Consumer Discretionary,0.0
ASMS,518.0,IT - Services,Information Technology,Information Technology,0.0
EXXARO,518.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
DONEAR,517.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
NAHARCAP,515.0,Finance,Financial Services,Financial Services,0.0
DOLPHIN,513.0,Oil,Oil Gas & Consumable Fuels,Energy,0.0
AUTOIND,512.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
BANSWRAS,498.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
MEGASOFT,495.0,Telecom - Services,Telecommunication,Telecommunication,0.0
PAVNAIND,494.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
GENUSPAPER,494.0,Paper Forest & Jute Products,Forest Materials,Commodities,0.0
PDMJEPAPER,492.0,Paper Forest & Jute Products,Forest Materials,Commodities,0.0
NDLVENTURE,482.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0.0
SIGMA,482.0,IT - Services,Information Technology,Information Technology,0.0
ORBTEXP,479.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
GEECEE,478.0,Realty,Realty,Consumer Discretionary,0.0
VIKASECO,477.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
VARDHACRLC,477.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
LIBERTSHOE,476.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
ADVANIHOTR,476.0,Leisure Services,Consumer Services,Consumer Discretionary,0.0
UNIVPHOTO,474.0,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
SHIVAMAUTO,474.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
SOUTHWEST,473.0,Commercial Services & Supplies,Services,Services,0.0
SARLAPOLY,470.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
PARSVNATH,468.0,Realty,Realty,Consumer Discretionary,0.0
RBZJEWEL,463.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
IFBAGRO,461.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
SGIL,459.0,Industrial Products,Capital Goods,Industrials,0.0
SIMPLEXINF,458.0,Construction,Construction,Industrials,0.0
OSWALAGRO,456.0,Commercial Services & Supplies,Services,Services,0.0
DICIND,454.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
SILINV,454.0,Finance,Financial Services,Financial Services,0.0
WEALTH,453.0,Finance,Financial Services,Financial Services,0.0
MODISONLTD,452.0,Electrical Equipment,Capital Goods,Industrials,0.0
NBIFIN,449.0,Finance,Financial Services,Financial Services,0.0
BALAXI,449.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
SAHYADRI,448.0,Other Construction Materials,Construction Materials,Commodities,0.0
ASIANHOTNR,447.0,Leisure Services,Consumer Services,Consumer Discretionary,0.0
AVG,445.0,Transport Services,Services,Services,0.0
RPPINFRA,441.0,Construction,Construction,Industrials,0.0
HITECHCORP,440.0,Industrial Products,Capital Goods,Industrials,0.0
KAYA,440.0,Leisure Services,Consumer Services,Consumer Discretionary,0.0
PLAZACABLE,438.0,Industrial Products,Capital Goods,Industrials,0.0
SHEMAROO,438.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0.0
SHYAMCENT,437.0,Ferrous Metals,Metals & Mining,Commodities,0.0
KOTARISUG,436.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
VISHAL,435.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
UFO,435.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0.0
KRITINUT,433.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
OSWALSEEDS,433.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
NURECA,428.0,Healthcare Equipment & Supplies,Healthcare,Healthcare,0.0
LORDSCHLO,428.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
BIL,422.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
SAKUMA,420.0,Commercial Services & Supplies,Services,Services,0.0
BRNL,420.0,Construction,Construction,Industrials,0.0
BPL,416.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
ALANKIT,414.0,Commercial Services & Supplies,Services,Services,0.0
EMAMIREAL,414.0,Realty,Realty,Consumer Discretionary,0.0
WANBURY,413.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
NRL,412.0,Metals & Minerals Trading,Metals & Mining,Commodities,0.0
TRIGYN,411.0,IT - Software,Information Technology,Information Technology,0.0
IL&FSENGG,408.0,Construction,Construction,Industrials,0.0
LYKALABS,405.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
IITL,404.0,Finance,Financial Services,Financial Services,0.0
TPLPLASTEH,404.0,Industrial Products,Capital Goods,Industrials,0.0
KCPSUGIND,403.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
PODDARMENT,402.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
RUCHIRA,400.0,Paper Forest & Jute Products,Forest Materials,Commodities,0.0
